104.024734,30.657250
105.578083,30.509750
112.896760,30.424298
106.254743,38.459453
109.619259,25.783599
102.743812,25.015105
113.697525,34.643510
111.671312,40.803612
104.530116,30.418386
114.412727,22.720164
112.864447,23.169744
113.614456,34.774338
103.897144,30.595114
103.999370,30.706369
103.914990,30.566219
104.543713,30.408741
120.921609,29.503394
121.601520,29.883579
116.722364,31.687876
108.373006,22.824711
110.329532,21.262537
115.782352,28.173523
121.556250,38.937294
126.657858,45.733400
120.684526,27.984934
114.425217,38.060674
113.232244,23.394263
119.707174,33.979732
114.282172,30.802464
120.532753,31.252119
118.232247,31.458163
115.086411,40.625150
108.971750,34.187957
125.475767,43.960228
118.225544,31.464811
103.442971,24.421066
114.127414,22.553549
108.423318,34.488516
114.287086,30.596861
104.644534,28.758563
113.216106,35.238439
114.952478,27.821063
113.176244,30.654483
110.376877,20.025912
120.558510,28.160346
121.641841,29.892409
102.271923,27.872059
118.808526,34.097664
109.541464,19.509125
102.952194,29.987603
105.775389,26.667069
106.415264,29.804319
112.867835,23.162989
113.082911,28.212461
119.471330,32.121879
87.596688,43.868837
116.312605,39.756390
111.220670,39.867869
104.231400,30.787505
113.358139,23.458088
105.892305,34.572260
113.391219,22.555786
109.393590,24.323920
115.993268,39.699708
111.051767,34.062182
113.715994,23.164034
117.225027,39.159359
117.168754,36.177223
118.029484,27.749579
121.328511,31.243315
114.591074,38.022742
114.684931,23.757284
112.378528,34.668438
120.362556,36.080070
121.403441,31.312243
121.873297,39.374840
121.509819,29.946695
110.340044,20.039379
106.667465,26.581520
114.369844,30.410004
115.654107,34.468630
104.052297,34.446593
104.644534,28.758563
111.676742,40.852564
113.258597,22.762103
119.812140,28.871974
114.205958,30.506706
113.415191,22.514232
120.751399,27.837653
119.816705,28.885543
105.844467,29.004104
113.745064,40.363399
118.744995,32.041793
119.898244,31.036434
122.237551,43.655014
114.245734,30.629037
110.336267,19.995719
116.402786,39.947504
112.529005,37.881103
121.277851,31.326874
120.020415,30.356264
121.157249,27.836154
112.553761,33.016030
116.415259,39.817444
120.694251,28.136318
115.008888,25.860576
117.222553,36.678118
120.784215,30.702011
121.545496,29.775571
117.216900,36.675337
119.274428,42.035309
