117.483163,38.838369
119.055721,32.111684
119.686617,30.631837
112.905147,28.130317
109.030305,34.321500
110.589167,19.171472
118.876379,28.939640
122.724514,40.876762
113.033064,25.799016
115.464769,38.842468
103.973459,30.680654
106.079771,30.828119
109.758697,38.234717
119.529194,35.432057
120.161947,35.947846
109.196662,27.718816
120.121423,29.020421
105.342868,30.103075
106.066304,29.832281
105.216776,28.312750
112.974571,28.143600
112.949987,28.256256
121.423430,29.298006
120.037585,30.283813
108.788048,34.259636
113.737213,23.047626
103.828417,30.040233
114.388878,30.457476
118.726909,32.218734
116.673649,40.213909
119.980009,30.237846
107.160023,31.688260
121.528567,29.822383
117.065590,34.357281
117.122608,39.048417
104.398370,31.124270
114.080028,30.316767
112.683724,22.330000
112.214668,30.359848
106.783989,26.587862
109.036008,34.323082
114.239174,22.556439
120.334248,37.626544
123.778076,41.314341
121.407444,31.193778
122.190399,29.987948
109.944710,27.533538
120.003471,36.267370
121.141442,31.463929
121.364041,31.091713
129.480919,44.355922
108.383982,22.843071
118.881017,32.012875
113.546572,22.236826
120.993993,31.382360
105.104225,29.603886
113.763157,23.026481
118.335679,29.701894
123.443864,41.717264
106.111254,30.806758
121.411287,31.236285
114.895581,30.429163
120.748654,31.332401
108.371857,22.844280
121.411287,31.236285
117.563506,39.138004
104.154668,30.749841
120.175836,33.342235
110.254147,20.011551
110.415640,21.211618
123.373725,41.866101
121.751002,39.096602
119.563732,39.961037
121.110450,31.154989
112.377185,28.535101
114.434372,38.011801
111.970514,28.906107
120.332657,31.565068
120.154072,30.294800
114.555209,35.690341
113.892230,22.954258
117.027713,35.410961
113.816441,22.732917
117.267530,31.827960
115.725230,24.122064
121.211960,31.277689
112.630250,26.928360
112.521419,31.168060
111.973412,21.870222
120.622843,31.135766
107.222800,30.736870
118.836583,31.942262
102.286480,27.884934
116.586055,39.795066
113.793795,34.689788
116.704811,23.363828
124.007439,47.339095
121.221882,31.380015
114.244642,30.632114
114.496676,36.625400
114.075240,22.660566
104.048746,30.590373
113.101107,36.206131
106.913250,28.957050
120.292009,31.576163
118.110825,36.827373
104.359156,31.120482
111.757334,40.817073
114.217927,30.525812
102.552633,24.355011
113.632689,34.722161
114.285877,35.756385
105.039146,29.606311
122.129280,37.522585
112.548311,37.776606
118.841935,32.019904
117.246311,34.253046
116.207908,33.147763
121.543406,31.275777
119.641970,29.128360
121.525381,29.801797
107.023945,27.695958
116.610847,40.119258
118.697563,31.968350
101.751511,36.574776
125.356963,43.903892
121.176371,31.347437
113.670744,35.248593
115.948970,28.643270
113.672552,22.814835
120.657080,31.113515
109.075156,34.288003
113.089746,28.268648
121.699643,31.018560
